Date,Open,High,Low,Close,Adj Close,Volume,ADX,Plus_DI,Minus_DI
2020-01-02,74.05999755859375,75.1500015258789,73.79750061035156,75.0875015258789,73.78590393066406,135480400,46.697511701092175,13.249026480676102,4.814029023185539
2020-01-03,74.2874984741211,75.1449966430664,74.125,74.35749816894531,73.06857299804688,146322800,46.697511701092175,13.249026480676102,4.814029023185539
2020-01-06,73.44750213623047,74.98999786376953,73.1875,74.94999694824219,73.65078735351562,118387200,46.697511701092175,13.249026480676102,4.814029023185539
2020-01-07,74.95999908447266,75.2249984741211,74.37000274658203,74.59750366210938,73.30441284179688,108872000,46.697511701092175,13.249026480676102,4.814029023185539
2020-01-08,74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,74.48359680175781,132079200,46.697511701092175,13.249026480676102,4.814029023185539
2020-01-09,76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,76.06568908691406,170108400,46.697511701092175,13.249026480676102,4.814029023185539
2020-01-10,77.6500015258789,78.1675033569336,77.0625,77.5824966430664,76.23765563964844,140644800,46.697511701092175,13.249026480676102,4.814029023185539
2020-01-13,77.91000366210938,79.26750183105469,77.7874984741211,79.23999786376953,77.86643981933594,121532000,46.697511701092175,13.249026480676102,4.814029023185539
2020-01-14,79.17500305175781,79.39250183105469,78.0425033569336,78.16999816894531,76.81498718261719,161954400,46.697511701092175,13.249026480676102,4.814029023185539
2020-01-15,77.9625015258789,78.875,77.38749694824219,77.83499908447266,76.48578643798828,121923600,46.697511701092175,13.249026480676102,4.814029023185539
2020-01-16,78.39749908447266,78.92500305175781,78.02249908447266,78.80999755859375,77.44388580322266,108829200,46.697511701092175,13.249026480676102,4.814029023185539
2020-01-17,79.06749725341797,79.68499755859375,78.75,79.68250274658203,78.30126953125,137816400,46.697511701092175,13.249026480676102,4.814029023185539
2020-01-21,79.29750061035156,79.75499725341797,79.0,79.14250183105469,77.77062225341797,110843200,46.697511701092175,13.249026480676102,4.814029023185539
2020-01-22,79.6449966430664,79.99749755859375,79.32749938964844,79.42500305175781,78.0482406616211,101832400,46.697511701092175,13.249026480676102,4.814029023185539
2020-01-23,79.4800033569336,79.88999938964844,78.9124984741211,79.80750274658203,78.4240951538086,104472000,47.149622432442136,14.562788282510141,4.470169807243715
2020-01-24,80.0625,80.8324966430664,79.37999725341797,79.57749938964844,78.19808197021484,146537600,44.289266563127505,13.522589119473704,11.728584100267224
2020-01-27,77.51499938964844,77.94249725341797,76.22000122070312,77.23750305175781,75.89864349365234,161940000,42.5949861758728,16.531399670395846,10.890828093105279
2020-01-28,78.1500015258789,79.5999984741211,78.04750061035156,79.42250061035156,78.04576110839844,162234000,42.054300671921695,21.015898865027445,10.112911800740616
2020-01-29,81.11250305175781,81.9625015258789,80.34500122070312,81.08499908447266,79.679443359375,216229200,41.05336052035982,19.514763231811198,10.96725755119247
2020-01-30,80.13500213623047,81.02249908447266,79.6875,80.96749877929688,79.5639877319336,126743200,38.46518680591847,18.120851572396113,16.454681355805928
2020-01-31,80.23249816894531,80.66999816894531,77.07250213623047,77.37750244140625,76.03622436523438,199588400,36.13568209831264,16.826505031510678,18.918336365367978
2020-02-03,76.07499694824219,78.37249755859375,75.55500030517578,77.16500091552734,75.82740783691406,173788400,33.89245538597626,19.311571716119055,17.567026624984546
2020-02-04,78.82749938964844,79.91000366210938,78.40750122070312,79.7125015258789,78.33074951171875,136616400,32.36923825225747,21.001627680020224,16.312239008914222
2020-02-05,80.87999725341797,81.19000244140625,79.73750305175781,80.36250305175781,78.96946716308594,118826800,31.004134976481023,19.77727781019649,15.147079079706064
2020-02-06,80.64250183105469,81.30500030517578,80.06500244140625,81.30249786376953,79.89318084716797,105425600,29.412107880381285,18.364615109468172,15.420028161166007
2020-02-07,80.59249877929688,80.8499984741211,79.5,80.00749969482422,78.80721282958984,117684000,27.363206734222533,17.052856887363298,16.80653259379189
2020-02-10,78.54499816894531,80.38749694824219,78.4625015258789,80.38749694824219,79.18151092529297,109348800,25.764765278066875,17.243632083673923,15.60606597994961
2020-02-11,80.9000015258789,80.9749984741211,79.67749786376953,79.90249633789062,78.70379638671875,94323200,24.696213678478113,18.00229940830572,14.491346981381781
2020-02-12,80.36750030517578,81.80500030517578,80.36750030517578,81.80000305175781,80.57282257080078,113730400,23.70398719314569,16.716420879141026,13.45625076842594
2020-02-13,81.04750061035156,81.55500030517578,80.8375015258789,81.21749877929688,79.99906158447266,94747600,22.69885366026998,15.522390816345238,12.794841646800132
2020-02-14,81.18499755859375,81.49500274658203,80.7125015258789,81.23750305175781,80.01876831054688,80113600,21.62799622648918,14.413648615177724,16.820843978761065
2020-02-18,78.83999633789062,79.9375,78.65249633789062,79.75,78.5535659790039,152531200,20.229691002879495,16.2737125587731,15.619355123135275
2020-02-19,80.0,81.14250183105469,80.0,80.90499877929688,79.69124603271484,93984000,18.89306086300091,15.111304518860734,15.576802920982963
2020-02-20,80.65750122070312,81.1624984741211,79.55249786376953,80.07499694824219,78.87370300292969,100566000,18.63367870812085,14.031925624656397,19.086339423385986
2020-02-21,79.65499877929688,80.11250305175781,77.625,78.26249694824219,77.08838653564453,129554000,20.16693275689607,13.029645222895226,30.474457964902356
2020-02-24,74.31500244140625,76.04499816894531,72.30750274658203,74.54499816894531,73.42666625976562,222195200,21.778851058034252,12.09895627840271,30.156174841281402
2020-02-25,75.23750305175781,75.63249969482422,71.53250122070312,72.0199966430664,70.9395523071289,230673600,23.275632337662564,11.234745115659662,28.00216235261845
2020-02-26,71.63249969482422,74.47000122070312,71.625,73.1624984741211,72.0649185180664,198054800,25.410778321351838,10.43226332168397,34.11928763715441
2020-02-27,70.2750015258789,71.5,68.23999786376953,68.37999725341797,67.35415649414062,320605600,28.04176570718199,9.687101655849402,41.62795313325053
2020-02-28,64.31500244140625,69.60250091552734,64.09249877929688,68.33999633789062,67.31475067138672,426510000,27.881301182984036,22.80172597750986,38.65452790944692
2020-03-02,70.56999969482422,75.36000061035156,69.43000030517578,74.70249938964844,73.58180236816406,341397200,27.49697750715973,22.70775823664256,35.89349020162928
2020-03-03,75.9175033569336,76.0,71.44999694824219,72.33000183105469,71.2448959350586,319475600,27.140105522465735,21.085775505453807,33.329669472941475
2020-03-04,74.11000061035156,75.8499984741211,73.28250122070312,75.68499755859375,74.549560546875,219178400,26.919432310704913,19.579648683635682,31.98012519568166
2020-03-05,73.87999725341797,74.88749694824219,72.85250091552734,73.2300033569336,72.13139343261719,187572800,27.32786394466491,18.181102349090274,35.79876969202056
2020-03-06,70.5,72.70500183105469,70.30750274658203,72.25749969482422,71.17349243164062,226176800,28.568434833543005,16.88245218129811,44.17066636993992
2020-03-09,65.9375,69.52249908447266,65.75,66.5425033569336,65.5442123413086,286744800,28.881831715605653,20.682418912897372,41.01561877208707
2020-03-10,69.28500366210938,71.61000061035156,67.34249877929688,71.33499908447266,70.26483154296875,285290000,29.172843106092394,19.205103276261845,38.08593171693799
2020-03-11,69.34750366210938,70.30500030517578,67.96499633789062,68.85749816894531,67.8244857788086,255598800,30.457845590766663,17.833310185100284,49.669647862049935
2020-03-12,63.98500061035156,67.5,62.0,62.057498931884766,61.126502990722656,418474000,30.74016322839524,22.506583052048878,46.121815871903515
2020-03-13,66.22250366210938,69.9800033569336,63.23749923706055,69.49250030517578,68.44996643066406,370732000,31.511088242287602,20.898969976902528,50.59096629442257
2020-03-16,60.48749923706055,64.7699966430664,60.0,60.5525016784668,59.64408493041992,322423600,32.286431775412716,19.406186407123776,47.9365347760506
2020-03-17,61.87749862670898,64.40249633789062,59.59999847412109,63.21500015258789,62.26663589477539,324056000,33.05629927225079,18.02003023518636,45.27986006366726
2020-03-18,59.942501068115234,62.5,59.27999877929688,61.66749954223633,60.74235916137695,300233600,33.483506571921225,18.43547238101035,42.045584344833884
2020-03-19,61.84749984741211,63.209999084472656,60.65250015258789,61.19499969482422,60.27695083618164,271857200,34.46769112030752,17.1186529252239,47.80107182744788
2020-03-20,61.79499816894531,62.95750045776367,57.0,57.310001373291016,56.450233459472656,401693200,35.881593211405246,15.89589200199362,53.613064899662234
2020-03-23,57.02000045776367,57.125,53.15250015258789,56.09249877929688,55.25099563598633,336752800,35.52760911550385,26.264940841211526,49.78356026397208
2020-03-24,59.09000015258789,61.92250061035156,58.57500076293945,61.720001220703125,60.79407501220703,287531200,34.42949624477658,30.719626970839414,46.22759167368836
2020-03-25,62.6875,64.5625,61.07500076293945,61.380001068115234,60.45917510986328,303602000,33.37896748664841,28.783149927491298,42.92562083985347
2020-03-26,61.630001068115234,64.66999816894531,61.59000015258789,64.61000061035156,63.640724182128906,252087200,32.40347649695797,26.727210646956202,39.85950506557822
2020-03-27,63.1875,63.96749877929688,61.76250076293945,61.935001373291016,61.00584411621094,204216800,31.497663435102563,24.818124172173615,37.01239756089406
2020-03-30,62.685001373291016,63.880001068115234,62.34999847412109,63.70249938964844,62.746829986572266,167976400,30.076399951845737,27.223930567951378,34.36865487797306
2020-03-31,63.900001525878906,65.62249755859375,63.0,63.5724983215332,62.618778228759766,197002000,29.50722540414822,25.27936409881199,39.62935543872766
2020-04-01,61.625,62.18000030517578,59.782501220703125,60.227500915527344,59.32395935058594,176218400,29.09943681975486,23.47369523461113,38.1355861275059
2020-04-02,60.084999084472656,61.28749847412109,59.22499847412109,61.23249816894531,60.31387710571289,165934000,28.6701019507975,22.126731359694286,35.4116156898269
2020-04-03,60.70000076293945,61.42499923706055,59.74250030517578,60.352500915527344,59.44708251953125,129880000,26.83458214885889,30.98359596364293,32.882214569124976
2020-04-06,62.72499847412109,65.77749633789062,62.345001220703125,65.61750030517578,64.63310241699219,201820400,25.293150578772547,33.92023137104748,30.533484957044628
2020-04-07,67.69999694824219,67.92500305175781,64.75,64.85749816894531,63.88449096679688,202887200,23.86182126369237,31.49735770168694,28.352521745827154
2020-04-08,65.68499755859375,66.84249877929688,65.30750274658203,66.51750183105469,65.51959991455078,168895200,22.72426142353769,30.866212652192548,26.327341621125218
2020-04-09,67.17500305175781,67.51750183105469,66.17500305175781,66.99749755859375,65.99237823486328,161834800,21.9268112865479,30.837683065492783,24.44681721961627
2020-04-13,67.07749938964844,68.42500305175781,66.4574966430664,68.3125,67.28768157958984,131022800,22.103812291914608,37.35775704343364,22.700615989643676
2020-04-14,70.0,72.0625,69.51249694824219,71.76249694824219,70.6859130859375,194994800,22.268170368326558,34.689345826045525,21.07914341895484
2020-04-15,70.5999984741211,71.5824966430664,70.15750122070312,71.10749816894531,70.04073333740234,131154400,22.53520789211958,33.33262193985343,19.573490317600925
2020-04-16,71.84500122070312,72.05000305175781,70.5875015258789,71.67250061035156,70.59725189208984,157125200,22.218042465588105,30.95172037272104,21.46666939727927
2020-04-17,71.17250061035156,71.73750305175781,69.21499633789062,70.69999694824219,69.63935089111328,215250000,21.922495043406464,28.74088320324097,19.939318460988847
2020-04-20,69.48750305175781,70.41999816894531,69.2125015258789,69.23249816894531,68.19386291503906,130015200,20.538647506111307,26.687962974438044,25.361417108016393
2020-04-21,69.06999969482422,69.3125,66.35749816894531,67.09249877929688,66.08598327636719,180991600,19.30931894008491,25.17135338756931,23.549887314586645
2020-04-22,68.40249633789062,69.4749984741211,68.05000305175781,69.0250015258789,67.98948669433594,116862400,18.502982442984997,25.681490919364787,21.86775250640188
2020-04-23,68.96749877929688,70.4375,68.71749877929688,68.75749969482422,67.72599029541016,124814400,17.864751482367293,24.602478717182734,20.305770184516035
2020-04-24,69.30000305175781,70.75250244140625,69.25,70.74250030517578,69.68121337890625,126161200,17.41113168065316,23.762398118492264,18.855358028479174
2020-04-27,70.44999694824219,71.13500213623047,69.98750305175781,70.7925033569336,69.73046112060547,117087600,16.78420025052013,22.065083967171393,18.557677507146824
2020-04-28,71.2699966430664,71.4574966430664,69.55000305175781,69.6449966430664,68.60017395019531,112004800,16.577428388490727,22.79111529405148,17.232129113779195
2020-04-29,71.18250274658203,72.4175033569336,70.97250366210938,71.93250274658203,70.85336303710938,137280800,16.832571484528266,24.076755719708416,16.00126274850925
2020-04-30,72.48999786376953,73.63249969482422,72.0875015258789,73.44999694824219,72.34809875488281,183064000,17.45260565516704,25.036767914904928,14.85831540933002
2020-05-01,71.5625,74.75,71.4625015258789,72.26750183105469,71.18334197998047,240616800,18.028351670760188,23.248427349554575,13.797007165806447
2020-05-04,72.2925033569336,73.42250061035156,71.58000183105469,73.29000091552734,72.19051361083984,133568000,19.16419394696825,25.970193019527947,12.811506653963129
2020-05-05,73.76499938964844,75.25,73.61499786376953,74.38999938964844,73.27399444580078,147751200,20.388561156851527,25.45806075890713,11.896399035822904
2020-05-06,75.11499786376953,75.80999755859375,74.71749877929688,75.15750122070312,74.02997589111328,142333600,21.672339361298647,24.796683111585242,11.04665624754984
2020-05-07,75.80500030517578,76.2925033569336,75.49250030517578,75.93499755859375,74.7957992553711,115215200,23.240153231312622,26.130914138456284,10.257609372724852
2020-05-08,76.41000366210938,77.5875015258789,76.07250213623047,77.53250122070312,76.57608795166016,133838400,25.123827003527737,28.281081371326668,9.52492298895879
2020-05-11,77.0250015258789,79.26249694824219,76.80999755859375,78.75250244140625,77.78103637695312,145946400,27.028217551853906,27.84370161135483,8.844571346890305
2020-05-12,79.4574966430664,79.92250061035156,77.72750091552734,77.85250091552734,76.89213562011719,162301200,27.502817001317094,25.854865781972347,12.828998941070418
2020-05-13,78.0374984741211,78.98750305175781,75.80249786376953,76.9124984741211,75.96372985839844,200622400,27.683105787319786,24.008089654688604,12.919803018717344
2020-05-14,76.12750244140625,77.44750213623047,75.38249969482422,77.38500213623047,76.43040466308594,158929200,27.641011813834105,22.293226107925136,12.788308686370428
2020-05-15,75.0875015258789,76.9749984741211,75.05249786376953,76.92749786376953,75.9785385131836,166348400,28.313504017254854,25.8565848113962,11.874858065915395
2020-05-18,78.2925033569336,79.125,77.58000183105469,78.73999786376953,77.76868438720703,135178400,29.088168534863843,25.220675966048354,11.02665391835001
2020-05-19,78.75749969482422,79.62999725341797,78.25250244140625,78.28500366210938,77.31930541992188,101729600,29.88355045994445,24.018702406425568,10.239035781325008
2020-05-20,79.16999816894531,79.87999725341797,79.12999725341797,79.80750274658203,78.82301330566406,111504800,30.729587024699384,23.12441568837314,9.507676082658936
2020-05-21,79.66500091552734,80.22250366210938,78.96749877929688,79.2125015258789,78.23534393310547,102688800,31.41210438891793,21.472671710632202,9.140291489578473
2020-05-22,78.94249725341797,79.80750274658203,78.8375015258789,79.72250366210938,78.73906707763672,81803200,32.45347805925793,22.94240851314846,8.487413526037153
2020-05-26,80.875,81.05999755859375,79.125,79.18250274658203,78.20572662353516,125522000,32.7378378536153,21.30366504792357,9.9254781344692
2020-05-27,79.03500366210938,79.67749786376953,78.27249908447266,79.52749633789062,78.54647064208984,112945200,33.4063259819413,22.61763185949662,9.216515410578543
2020-05-28,79.19249725341797,80.86000061035156,78.90750122070312,79.5625,78.58103942871094,133560800,34.02706495824402,21.002086726675433,8.558192881251504
2020-05-29,79.8125,80.2874984741211,79.11750030517578,79.48500061035156,78.50450134277344,153532400,34.709096823273335,20.221348947039445,7.946893389733539
2020-06-01,79.4375,80.5875015258789,79.30249786376953,80.4625015258789,79.4699478149414,80791200,35.44064674400473,19.430423275600628,7.379258147609715
2020-06-02,80.1875,80.86000061035156,79.73249816894531,80.83499908447266,79.83782958984375,87642800,36.36500256808068,19.697170847758436,6.852168279923307
2020-06-03,81.16500091552734,81.55000305175781,80.57499694824219,81.27999877929688,80.27733612060547,104491200,36.84554165350895,18.290230072918547,7.273966110704625
2020-06-04,81.09750366210938,81.40499877929688,80.19499969482422,80.58000183105469,79.58598327636719,87560400,37.83667896507901,20.6587431939043,6.754397102797152
2020-06-05,80.8375015258789,82.9375,80.80750274658203,82.875,81.8526840209961,137250400,38.90398059681572,20.292203435057377,6.271940166883069
2020-06-08,82.5625,83.4000015258789,81.83000183105469,83.36499786376953,82.33663177490234,95654400,40.6571331641883,26.042782465779336,5.823944440677136
2020-06-09,83.03500366210938,86.40249633789062,83.00250244140625,85.99749755859375,84.9366455078125,147712400,42.693741874407415,29.674036096740043,5.4079484092001975
2020-06-10,86.9749984741211,88.69249725341797,86.52249908447266,88.20999908447266,87.12186431884766,166651600,42.610911130240616,27.55446208983004,11.38238755914247
2020-06-11,87.32749938964844,87.76499938964844,83.87000274658203,83.9749984741211,82.9391098022461,201662400,42.32710546031116,25.58628622627075,11.324739882690581
2020-06-12,86.18000030517578,86.94999694824219,83.55500030517578,84.69999694824219,83.65515899658203,200146000,41.78742598319314,23.758694352965698,11.499024076812091
2020-06-15,83.3125,86.41999816894531,83.1449966430664,85.74749755859375,84.68973541259766,138808800,41.85021977535427,26.569921244488043,10.677665214182655
2020-06-16,87.86499786376953,88.30000305175781,86.18000030517578,88.0199966430664,86.9342041015625,165428800,42.058954831931736,25.990965999000316,9.914974841741037
2020-06-17,88.7874984741211,88.8499984741211,87.77249908447266,87.89749908447266,86.81321716308594,114406400,41.91638807751703,24.134468427643153,10.32783058761062
2020-06-18,87.85250091552734,88.36250305175781,87.30500030517578,87.93250274658203,86.84780883789062,96820400,41.07522640762428,22.41057782566864,12.030111204711007
2020-06-19,88.66000366210938,89.13999938964844,86.2874984741211,87.43000030517578,86.35147857666016,264476000,40.551430791528595,22.54837816338993,11.170817547231648
2020-06-22,87.83499908447266,89.86499786376953,87.7874984741211,89.71749877929688,88.61076354980469,135445200,41.003633826359135,28.68337034574554,10.372902008143672
2020-06-23,91.0,93.09500122070312,90.56749725341795,91.63249969482422,90.5021514892578,212155600,40.81113275039449,26.634558178192293,11.880117792739469
2020-06-24,91.25,92.19750213623048,89.62999725341797,90.01499938964844,88.90460205078125,192623200,40.47752682444014,24.732089736892842,11.60105510350795
2020-06-25,90.1750030517578,91.25,89.39250183105469,91.20999908447266,90.08485412597656,137522400,39.44033817868708,22.965511898543355,13.500159280315444
2020-06-26,91.10250091552734,91.33000183105467,88.25499725341797,88.40750122070312,87.31692504882812,205256800,38.20835617425323,21.32511819150454,13.578992067805187
2020-06-29,88.3125,90.5425033569336,87.81999969482422,90.44499969482422,89.32929992675781,130646000,37.43025525261061,22.086001554220598,12.609064062961957
2020-06-30,90.0199966430664,91.49500274658205,90.0,91.1999969482422,90.07496643066406,140223200,36.837715550761864,21.335729193737983,11.70841662989325
2020-07-01,91.27999877929688,91.83999633789062,90.97750091552734,91.02749633789062,89.90460205078125,110737200,36.577455562055256,21.676213298389804,10.872101156329446
2020-07-02,91.9625015258789,92.61750030517578,90.91000366210938,91.02749633789062,89.90460205078125,114041600,36.790499245859735,23.311273381827903,10.095522502305911
